gene_id	gene_version	gene_name	gene_biotype	gene_source	location	S_2_Rem_5dpi_S70001	S_2_SARS_5dpi_S70003	S_2_mock_5dpi_S70002	S_3_Rem_5dpi_S69995	S_3_SARS_5dpi_S69996	S_3_mock_5dpi_S69997
ENSG00000180357	9	ZNF609	protein_coding	ensembl_havana	chr15:64460742-64686068:+	73	96	131	68	230	4
ENSG00000259682	1	AC091231.2	lncRNA	havana	chr15:64470253-64471364:+	1	0	1	0	0	0
ENSG00000248415	1	GAPDHP61	processed_pseudogene	havana	chr15:64528667-64529671:-	1319	1783	1209	1481	1889	1604
ENSG00000243403	1	AC090543.3	processed_pseudogene	havana	chr15:64592979-64593326:+	23	33	32	47	68	42
ENSG00000239465	1	AC090543.2	processed_pseudogene	havana	chr15:64631109-64631914:-	6	18	8	11	4	10
ENSG00000207223	1	AC090543.1	misc_RNA	ensembl	chr15:64652888-64652989:+	0	0	0	0	0	0
ENSG00000207162	1	RNU6-549P	snRNA	ensembl	chr15:64671263-64671369:+	0	0	0	0	0	0
ENSG00000180304	14	OAZ2	protein_coding	ensembl_havana	chr15:64687573-64703281:-	2665	3191	2324	2946	3243	3159
ENSG00000265967	1	AC100830.3	lncRNA	havana	chr15:64695041-64695594:+	1	0	7	7	0	0
ENSG00000264937	1	AC100830.2	lncRNA	havana	chr15:64696622-64696861:+	0	0	0	0	0	0
ENSG00000259635	1	AC100830.1	lncRNA	havana	chr15:64701248-64719602:+	0	0	0	0	0	2
ENSG00000166831	9	RBPMS2	protein_coding	ensembl_havana	chr15:64739891-64775589:-	9	8	64	0	0	162
ENSG00000221033	1	MIR1272	miRNA	mirbase	chr15:64762387-64762515:-	0	0	0	0	0	0
ENSG00000140451	13	PIF1	protein_coding	ensembl_havana	chr15:64815632-64825668:-	0	0	0	0	0	0
ENSG00000249240	2	AC069368.1	protein_coding	havana	chr15:64841883-64930920:+	0	0	0	0	0	0
ENSG00000241839	10	PLEKHO2	protein_coding	ensembl_havana	chr15:64841883-64868002:+	34	23	38	74	156	76
ENSG00000287494	1	AC069368.2	lncRNA	havana_tagene	chr15:64878428-64882385:-	0	0	0	0	0	0
ENSG00000166839	17	ANKDD1A	protein_coding	ensembl_havana	chr15:64911902-64958691:+	20	5	15	18	0	0
ENSG00000275332	1	AC103691.2	lncRNA	havana	chr15:64943240-64943672:-	0	0	0	0	0	0
ENSG00000274383	1	AC103691.1	lncRNA	havana	chr15:64950916-64951435:-	2	0	1	0	0	2
ENSG00000090487	11	SPG21	protein_coding	ensembl_havana	chr15:64963022-64990310:-	2051	2587	2654	5098	5691	3614
ENSG00000103707	10	MTFMT	protein_coding	ensembl_havana	chr15:65001512-65029639:-	141	155	143	126	290	275
ENSG00000270218	1	AC013553.2	processed_pseudogene	havana	chr15:65026088-65026676:+	16	7	0	0	0	0
ENSG00000186198	4	SLC51B	protein_coding	ensembl_havana	chr15:65045387-65053397:+	0	0	0	0	0	0
ENSG00000277351	1	AC013553.3	lncRNA	havana	chr15:65049188-65049802:-	0	0	0	0	0	0
ENSG00000103710	11	RASL12	protein_coding	ensembl_havana	chr15:65053337-65076690:-	0	4	0	0	0	0
ENSG00000234438	4	KBTBD13	protein_coding	ensembl_havana	chr15:65076816-65079939:+	0	0	0	0	0	0
ENSG00000278737	1	AC013553.4	lncRNA	havana	chr15:65083042-65083663:-	0	0	0	0	0	0
ENSG00000246922	8	UBAP1L	protein_coding	ensembl_havana	chr15:65092770-65115197:-	0	0	4	0	0	0
ENSG00000259258	1	AC013553.1	processed_pseudogene	havana	chr15:65105534-65105800:+	0	0	0	0	0	0
ENSG00000090470	15	PDCD7	protein_coding	ensembl_havana	chr15:65117379-65133808:-	79	58	92	23	1	70
ENSG00000166855	9	CLPX	protein_coding	ensembl_havana	chr15:65148219-65185342:-	593	391	722	1354	539	1516
ENSG00000138615	6	CILP	protein_coding	ensembl_havana	chr15:65194760-65211473:-	0	0	0	0	0	0
ENSG00000279268	1	AC068213.1	TEC	havana	chr15:65226472-65226697:-	0	0	0	0	0	0
ENSG00000201709	1	RNU6-686P	snRNA	ensembl	chr15:65229861-65229967:+	1	0	0	0	0	0
ENSG00000138617	15	PARP16	protein_coding	ensembl_havana	chr15:65234460-65300618:-	92	76	125	202	139	282
ENSG00000206903	1	SNORA24B	snoRNA	ensembl	chr15:65285461-65285591:-	1	4	0	0	0	2
ENSG00000199568	1	RNU5A-1	snRNA	ensembl	chr15:65296051-65296166:+	0	0	0	0	0	0
ENSG00000259346	2	AC105129.2	processed_pseudogene	havana	chr15:65301922-65302311:+	0	0	0	0	0	0
ENSG00000200156	1	RNU5B-1	snRNA	ensembl	chr15:65304677-65304792:+	1	3	2	0	0	0
ENSG00000174498	14	IGDCC3	protein_coding	ensembl_havana	chr15:65327127-65378002:-	0	0	1	0	0	0
ENSG00000103742	12	IGDCC4	protein_coding	ensembl_havana	chr15:65381484-65422947:-	10	0	33	0	0	0
ENSG00000074603	19	DPP8	protein_coding	ensembl_havana	chr15:65442463-65517704:-	715	637	777	1718	1535	1086
ENSG00000270690	1	AC105129.3	processed_pseudogene	havana	chr15:65458574-65459534:+	0	0	0	0	0	0
ENSG00000259232	2	AC105129.1	processed_pseudogene	havana	chr15:65475318-65475614:-	4	0	3	35	2	1
ENSG00000252217	1	AC011846.1	misc_RNA	ensembl	chr15:65502741-65502836:+	0	0	0	0	0	0
ENSG00000074696	13	HACD3	protein_coding	ensembl_havana	chr15:65530418-65578349:+	3624	3335	4463	5517	5776	4704
ENSG00000207449	1	RNU6-19P	snRNA	ensembl	chr15:65553081-65553187:-	0	0	0	0	0	0
ENSG00000138614	15	INTS14	protein_coding	ensembl_havana	chr15:65578753-65611289:-	414	468	619	731	1542	243
ENSG00000074621	14	SLC24A1	protein_coding	ensembl_havana	chr15:65611366-65660995:+	6	57	97	214	63	217
ENSG00000275638	1	AC011939.3	lncRNA	havana	chr15:65655620-65656085:-	0	0	0	0	0	0
ENSG00000174485	15	DENND4A	protein_coding	ensembl_havana	chr15:65658046-65792293:-	151	132	249	619	145	586
ENSG00000238311	1	SNORD13E	snoRNA	ensembl	chr15:65696833-65696936:-	3	1	0	0	0	2
ENSG00000264737	1	MIR4511	miRNA	mirbase	chr15:65719246-65719332:-	0	0	0	0	0	0
ENSG00000103769	10	RAB11A	protein_coding	ensembl_havana	chr15:65726054-65891989:+	6701	7743	7997	10620	13502	11620
ENSG00000261544	1	AC011939.2	lncRNA	havana	chr15:65766460-65767398:-	1	0	8	0	0	0
ENSG00000259924	1	AC011939.1	processed_pseudogene	havana	chr15:65771176-65772139:-	27	20	29	66	47	47
ENSG00000249271	2	HNRNPA1P44	processed_pseudogene	havana	chr15:65816302-65817481:-	3	4	2	4	10	3
ENSG00000283249	1	AC084854.1	snRNA	ensembl	chr15:65843484-65843558:+	0	0	0	0	0	0
ENSG00000157890	17	MEGF11	protein_coding	ensembl_havana	chr15:65895079-66253747:-	14	15	36	89	0	0
ENSG00000263512	1	MIR4311	miRNA	mirbase	chr15:66040233-66040332:+	0	0	0	0	0	0
ENSG00000261318	1	AC055855.3	lncRNA	havana	chr15:66278498-66293357:-	3	0	0	0	0	0
ENSG00000166938	13	DIS3L	protein_coding	ensembl_havana	chr15:66293217-66333898:+	303	186	618	883	941	153
ENSG00000260773	1	AC055855.2	lncRNA	havana	chr15:66314914-66331703:-	0	1	0	0	0	0
ENSG00000075131	10	TIPIN	protein_coding	ensembl_havana	chr15:66336191-66386746:-	23	39	83	25	264	6
ENSG00000252712	1	SCARNA14	scaRNA	ensembl	chr15:66347207-66347342:-	0	0	0	0	0	0
ENSG00000223271	1	AC055855.1	misc_RNA	ensembl	chr15:66348276-66348375:+	0	0	0	0	0	0
ENSG00000240821	1	RPL9P25	processed_pseudogene	havana	chr15:66379337-66379915:-	43	49	46	37	37	89
ENSG00000169032	10	MAP2K1	protein_coding	ensembl_havana	chr15:66386837-66491544:+	548	644	747	1209	1412	857
ENSG00000261102	2	ATP5MFP6	processed_pseudogene	havana	chr15:66414933-66415198:-	0	4	0	0	0	0
ENSG00000243404	2	RPL35AP32	processed_pseudogene	havana	chr15:66446455-66446777:-	0	0	1	2	0	0
ENSG00000261351	2	AC116913.1	lncRNA	havana	chr15:66488658-66492109:-	28	19	24	51	5	2
ENSG00000174446	13	SNAPC5	protein_coding	ensembl_havana	chr15:66490135-66497780:-	433	507	403	1471	917	645
ENSG00000266589	1	MIR4512	miRNA	mirbase	chr15:66496958-66497034:-	5	3	4	7	0	0
ENSG00000174444	15	RPL4	protein_coding	ensembl_havana	chr15:66498015-66524532:-	6627	8161	9057	11099	9085	8694
ENSG00000199574	1	SNORD18C	snoRNA	ensembl	chr15:66501250-66501318:-	0	5	0	0	0	0
ENSG00000280554	1	AC116913.2	snoRNA	ensembl	chr15:66502019-66502089:-	0	0	0	0	0	0
ENSG00000202529	1	SNORD18B	snoRNA	ensembl	chr15:66502020-66502091:-	0	0	0	0	0	0
ENSG00000199673	1	SNORD16	snoRNA	ensembl	chr15:66502812-66502910:-	4	1	4	0	0	0
ENSG00000200623	1	SNORD18A	snoRNA	ensembl	chr15:66503243-66503314:-	0	0	0	1	0	0
ENSG00000174442	12	ZWILCH	protein_coding	ensembl_havana	chr15:66504959-66550130:+	71	82	186	83	1495	369
ENSG00000188501	11	LCTL	protein_coding	ensembl_havana	chr15:66547179-66565979:-	2	0	1	0	0	1
ENSG00000259471	1	LINC01169	lncRNA	havana	chr15:66582190-66685794:+	0	0	0	0	0	0
ENSG00000137834	15	SMAD6	protein_coding	ensembl_havana	chr15:66702236-66782849:+	64	57	55	93	22	101
ENSG00000274995	1	AC013564.1	lncRNA	havana	chr15:66740445-66741151:+	4	0	0	0	0	0
ENSG00000270490	1	AC110048.1	processed_pseudogene	havana	chr15:66808404-66810560:+	0	0	0	0	0	0
ENSG00000277152	1	AC110048.2	lncRNA	havana	chr15:66860303-66867023:+	0	2	10	0	0	0
ENSG00000259437	1	AC093334.1	lncRNA	havana	chr15:66919811-66931755:+	0	0	0	0	0	0
ENSG00000259289	2	LINC02206	lncRNA	havana	chr15:66931537-66956518:-	0	14	0	0	0	0
ENSG00000259347	7	AC087482.1	lncRNA	havana	chr15:66984103-67065268:-	30	5	8	0	69	0
ENSG00000259246	4	HMGN2P47	processed_pseudogene	havana	chr15:67000814-67001085:-	49	63	42	50	66	85
ENSG00000166949	16	SMAD3	protein_coding	ensembl_havana	chr15:67063763-67195169:+	1183	1061	1873	2529	1992	2484
ENSG00000259202	1	AC012568.1	lncRNA	havana	chr15:67142734-67146939:-	0	5	8	0	0	0
ENSG00000103591	13	AAGAB	protein_coding	ensembl_havana	chr15:67200667-67255195:-	929	1046	992	1308	1443	914
ENSG00000242634	1	RPS24P16	processed_pseudogene	havana	chr15:67232446-67232837:+	0	0	0	0	0	0
ENSG00000103599	20	IQCH	protein_coding	ensembl_havana	chr15:67254786-67502260:+	71	57	103	307	74	397
ENSG00000259673	6	IQCH-AS1	lncRNA	havana	chr15:67290636-67521844:-	35	68	72	627	35	315
ENSG00000189227	6	C15orf61	protein_coding	ensembl_havana	chr15:67521131-67530146:+	140	143	122	244	271	207
ENSG00000270964	1	AC016355.1	lncRNA	havana	chr15:67541072-67542604:-	26	8	0	39	0	14
ENSG00000137764	20	MAP2K5	protein_coding	ensembl_havana	chr15:67542703-67807117:+	79	97	207	313	277	497
ENSG00000259512	3	HNRNPA1P5	processed_pseudogene	havana	chr15:67627852-67629135:+	3	0	1	0	2	0
ENSG00000188779	12	SKOR1	protein_coding	ensembl_havana	chr15:67819704-67834582:+	0	0	5	0	0	0
ENSG00000259410	5	AC009292.2	lncRNA	havana	chr15:67832725-67873866:+	0	0	2	0	0	0
ENSG00000245719	1	AC009292.1	lncRNA	havana	chr15:67834310-67838879:-	0	0	0	0	0	0
ENSG00000206625	1	RNU6-1	snRNA	ensembl	chr15:67839939-67840045:-	2	0	1	0	0	0
ENSG00000261702	2	AC022254.1	processed_pseudogene	havana	chr15:67974391-67974625:-	0	0	0	0	0	0
ENSG00000260109	1	AC135628.1	unprocessed_pseudogene	havana	chr15:67985059-67986288:+	0	0	0	0	0	0
ENSG00000033800	13	PIAS1	protein_coding	ensembl_havana	chr15:68054179-68198603:+	1402	1146	1778	1616	3802	3139
ENSG00000260007	3	AC107871.1	protein_coding	ensembl_havana	chr15:68184032-68229718:-	0	0	0	0	0	0
ENSG00000129007	14	CALML4	protein_coding	ensembl_havana	chr15:68190705-68206110:-	119	161	192	355	392	303
ENSG00000128973	13	CLN6	protein_coding	ensembl_havana	chr15:68206992-68257211:-	151	176	125	293	16	0
ENSG00000260602	2	HMGN2P40	processed_pseudogene	havana	chr15:68254549-68254939:+	2	3	0	0	0	0
ENSG00000260657	2	AC107871.2	lncRNA	havana	chr15:68267792-68277994:-	9	0	0	9	0	0
ENSG00000169018	6	FEM1B	protein_coding	ensembl_havana	chr15:68277745-68295862:+	527	491	789	370	2434	1285
ENSG00000137809	17	ITGA11	protein_coding	ensembl_havana	chr15:68296532-68432163:-	58	10	1	195	0	31
ENSG00000286770	1	AC100825.1	lncRNA	havana_tagene	chr15:68483202-68487149:-	0	0	0	0	0	0
ENSG00000103647	13	CORO2B	protein_coding	ensembl_havana	chr15:68578993-68727806:+	3	18	0	0	0	0
ENSG00000271232	1	CARS1P1	processed_pseudogene	havana	chr15:68749501-68750691:+	0	0	0	0	0	0
ENSG00000140350	15	ANP32A	protein_coding	ensembl_havana	chr15:68778535-68820897:-	71	81	32	147	105	70
ENSG00000265195	1	MIR4312	miRNA	mirbase	chr15:68801850-68801925:-	0	0	0	0	0	0
ENSG00000258484	4	SPESP1	protein_coding	ensembl_havana	chr15:68818221-68946811:+	36	19	40	176	147	0
ENSG00000259286	3	AC087639.1	processed_pseudogene	havana	chr15:68833830-68834749:+	10	22	23	12	13	9
ENSG00000285919	1	AC087639.2	lncRNA	havana	chr15:68880663-68928941:-	0	1	0	4	4	2
ENSG00000137808	12	AC027088.1	lncRNA	havana	chr15:68930504-69028889:+	0	0	0	0	0	0
ENSG00000255346	10	NOX5	protein_coding	ensembl_havana	chr15:68930525-69062762:+	0	3	0	0	0	0
ENSG00000288068	1	AC027088.5	lncRNA	havana_tagene	chr15:68985795-68998679:+	0	2	0	0	0	0
ENSG00000273851	1	AC027088.4	transcribed_processed_pseudogene	havana	chr15:69022230-69024176:+	0	0	0	0	0	0
ENSG00000259265	1	AC027088.3	lncRNA	havana	chr15:69037549-69043565:-	7	0	0	0	0	0
ENSG00000212766	9	EWSAT1	lncRNA	havana	chr15:69072926-69095820:+	0	0	0	0	0	0
ENSG00000259222	2	AC027088.2	lncRNA	havana	chr15:69080879-69099987:+	0	0	12	0	0	0
ENSG00000138604	10	GLCE	protein_coding	ensembl_havana	chr15:69160584-69272217:+	116	97	185	577	572	777
ENSG00000261634	4	AC026992.2	lncRNA	havana	chr15:69278328-69298795:-	10	1	0	0	0	0
ENSG00000259504	2	AC026992.1	lncRNA	havana	chr15:69278675-69295322:+	0	0	0	0	0	0
ENSG00000137819	14	PAQR5	protein_coding	ensembl_havana	chr15:69298912-69407780:+	562	633	918	1258	2167	2259
ENSG00000259645	1	AC027237.6	lncRNA	havana	chr15:69391192-69392149:+	6	0	6	1	112	0
ENSG00000259426	6	AC027237.5	lncRNA	havana	chr15:69396904-69415029:-	1	2	0	0	0	1
ENSG00000207395	1	AC027237.2	misc_RNA	ensembl	chr15:69406441-69406552:+	0	0	0	0	0	0
ENSG00000137807	15	KIF23	protein_coding	ensembl_havana	chr15:69414246-69448427:+	12	2	8	0	0	28
ENSG00000259191	2	AC027237.3	processed_pseudogene	havana	chr15:69434466-69435120:-	0	0	0	0	0	0
ENSG00000137818	12	RPLP1	protein_coding	ensembl_havana	chr15:69452814-69456205:+	6912	8468	8495	9530	12510	10764
ENSG00000207119	2	AC027237.1	snoRNA	ensembl	chr15:69457941-69458149:-	0	0	0	0	0	0
ENSG00000259215	1	AC027237.4	lncRNA	havana	chr15:69458522-69461806:-	3	0	0	23	0	1
ENSG00000245750	10	DRAIC	lncRNA	havana	chr15:69462921-69843120:+	19	1	0	76	0	0
ENSG00000259457	1	AC100826.1	lncRNA	havana	chr15:69564724-69565790:-	0	0	0	0	0	0
ENSG00000259496	2	AC021818.2	processed_pseudogene	havana	chr15:69803316-69804046:-	0	0	0	0	0	0
ENSG00000259309	2	AC021818.1	lncRNA	havana	chr15:69820756-69835111:-	0	0	0	0	0	0
ENSG00000140332	17	TLE3	protein_coding	ensembl_havana	chr15:70047790-70098176:-	9	64	53	147	0	14
ENSG00000207965	1	MIR629	miRNA	mirbase	chr15:70079372-70079468:-	0	0	0	0	0	0
ENSG00000200216	2	RNU6-745P	snRNA	ensembl	chr15:70193236-70193341:+	0	0	0	0	0	0
ENSG00000259252	1	AC026583.1	lncRNA	havana	chr15:70195638-70198509:-	0	0	0	0	0	0
ENSG00000259503	1	AC048383.1	lncRNA	havana	chr15:70321576-70326742:+	0	0	0	0	0	0
ENSG00000259473	1	LINC02205	lncRNA	havana	chr15:70503907-70505928:-	0	0	0	0	0	0
ENSG00000287741	1	AC009434.1	lncRNA	havana_tagene	chr15:70556521-70562722:+	0	0	0	0	0	0
ENSG00000280639	1	LINC02204	lncRNA	havana	chr15:70570958-70586606:-	1	0	0	0	0	0
ENSG00000259227	2	AC087699.1	processed_pseudogene	havana	chr15:70602124-70602516:+	0	0	0	0	0	0
ENSG00000281264	1	SALRNA3	lncRNA	havana	chr15:70615547-70616567:+	0	0	0	0	0	0
ENSG00000280515	1	SALRNA2	lncRNA	havana	chr15:70635249-70637314:+	0	0	7	35	0	0
ENSG00000137831	15	UACA	protein_coding	ensembl_havana	chr15:70654554-70763558:-	776	856	769	1076	1109	1078
ENSG00000259532	1	AC009269.2	lncRNA	havana	chr15:70748932-70754177:+	1	0	1	0	0	1
ENSG00000274297	1	AC009269.5	lncRNA	havana	chr15:70758269-70758856:-	0	0	0	0	0	0
ENSG00000259624	1	AC009269.3	lncRNA	havana	chr15:70768011-70778868:-	0	0	0	0	0	0
ENSG00000259452	2	AC009269.1	processed_pseudogene	havana	chr15:70791013-70791486:+	0	0	0	0	0	0
ENSG00000235420	7	RPL29P30	transcribed_processed_pseudogene	havana	chr15:70796597-70802688:-	27	27	30	25	27	28
ENSG00000166173	11	LARP6	protein_coding	ensembl_havana	chr15:70829130-70854157:-	790	1116	849	1097	1384	1374
ENSG00000259744	1	AC009269.4	lncRNA	havana	chr15:70848883-70849770:-	0	0	0	0	0	0
ENSG00000137821	11	LRRC49	protein_coding	ensembl_havana	chr15:70853239-71053657:+	250	156	413	46	972	147
ENSG00000259470	2	KRT8P9	processed_pseudogene	havana	chr15:70858714-70860162:+	903	1139	841	1241	1446	1137
ENSG00000129028	9	THAP10	protein_coding	ensembl_havana	chr15:70881342-70892433:-	36	47	55	97	206	57
ENSG00000242276	2	RPL5P3	processed_pseudogene	havana	chr15:71063101-71063989:-	50	59	54	77	106	52
ENSG00000187720	14	THSD4	protein_coding	ensembl_havana	chr15:71096952-71783383:+	628	672	797	1355	1262	1370
ENSG00000225362	9	CT62	protein_coding	ensembl_havana	chr15:71110244-71115500:-	4	12	1	1	0	0
ENSG00000259964	7	THSD4-AS1	lncRNA	havana	chr15:71147650-71189064:-	1	0	0	0	0	0
ENSG00000259781	1	HMGB1P6	processed_pseudogene	havana	chr15:71164770-71165415:-	172	206	249	305	357	223
ENSG00000260586	2	AC064799.2	lncRNA	havana	chr15:71332120-71352460:+	2	1	24	0	3	39
ENSG00000212664	5	AC064799.1	processed_pseudogene	ensembl_havana	chr15:71341158-71341712:-	84	115	102	149	171	163
ENSG00000278408	1	AC108861.1	lncRNA	havana	chr15:71547280-71549832:-	0	0	0	0	0	0
ENSG00000278570	5	NR2E3	protein_coding	ensembl_havana	chr15:71792638-71818259:+	1	0	15	78	0	47
ENSG00000260037	5	AC104938.1	lncRNA	havana	chr15:71818396-71823384:+	0	0	0	0	0	0
ENSG00000066933	16	MYO9A	protein_coding	ensembl_havana	chr15:71822291-72118577:-	94	83	182	349	1	81
ENSG00000200873	1	RNA5SP399	rRNA_pseudogene	ensembl	chr15:71858570-71858686:+	0	0	0	0	0	0
ENSG00000261632	1	AC022872.1	lncRNA	havana	chr15:71972206-72040265:+	0	0	0	0	0	0
ENSG00000260576	1	EIF5A2P1	processed_pseudogene	havana	chr15:72041194-72041653:-	0	0	0	0	0	0
ENSG00000222094	1	RNU2-65P	snRNA	ensembl	chr15:72045183-72045367:+	0	0	0	0	1	0
ENSG00000166192	15	SENP8	protein_coding	ensembl_havana	chr15:72114258-72143692:+	45	76	42	528	1	289
ENSG00000243568	2	AC020779.1	processed_pseudogene	havana	chr15:72134641-72135436:+	0	0	0	1	0	0
ENSG00000260173	1	AC020779.2	lncRNA	havana	chr15:72140504-72155459:-	0	0	1	0	0	0
ENSG00000175318	12	GRAMD2A	protein_coding	ensembl_havana	chr15:72159806-72197787:-	0	1	1	0	0	0
ENSG00000067225	18	PKM	protein_coding	ensembl_havana	chr15:72199029-72231822:-	15096	19425	17074	17916	20488	20087
ENSG00000137817	17	PARP6	protein_coding	ensembl_havana	chr15:72241181-72272999:-	504	589	548	804	922	663
ENSG00000273025	1	AC009690.3	protein_coding	havana	chr15:72266746-72319946:-	0	0	0	0	0	0
ENSG00000261460	1	AC009690.2	lncRNA	havana	chr15:72278867-72351794:+	18	10	6	1	0	7
ENSG00000140488	16	CELF6	protein_coding	ensembl_havana	chr15:72284727-72320157:-	0	0	0	0	0	0
ENSG00000260729	1	AC009690.1	protein_coding	havana	chr15:72284727-72375981:-	0	0	0	0	0	0
ENSG00000213614	10	HEXA	protein_coding	ensembl_havana	chr15:72340924-72376420:-	993	1074	1055	1545	2069	1463
ENSG00000260339	1	HEXA-AS1	lncRNA	havana	chr15:72376113-72378788:+	13	2	0	73	1	0
ENSG00000243007	1	RPL12P35	processed_pseudogene	havana	chr15:72379215-72379710:-	96	86	91	101	106	116
ENSG00000187806	9	TMEM202	protein_coding	ensembl_havana	chr15:72398302-72408367:+	0	0	0	0	0	0
ENSG00000261423	1	TMEM202-AS1	lncRNA	havana	chr15:72407778-72475168:-	4	0	12	0	0	0
ENSG00000271072	1	PHBP20	processed_pseudogene	havana	chr15:72450657-72451474:+	17	16	24	24	25	23
ENSG00000261187	1	AC079322.1	lncRNA	havana	chr15:72465128-72466262:-	0	2	0	0	0	0
ENSG00000166233	15	ARIH1	protein_coding	ensembl_havana	chr15:72474330-72602987:+	80	59	79	428	3	367
ENSG00000283798	1	MIR630	miRNA	mirbase	chr15:72587217-72587313:+	0	0	0	0	0	0
ENSG00000260534	1	AC100827.3	lncRNA	havana	chr15:72589691-72591845:+	0	0	0	0	0	0
ENSG00000278313	1	AC100827.5	unprocessed_pseudogene	havana	chr15:72604399-72605008:-	0	0	0	0	0	0
ENSG00000260144	1	AC100827.2	unprocessed_pseudogene	havana	chr15:72605183-72612326:+	4	0	0	0	0	0
ENSG00000259783	6	LINC02259	lncRNA	havana_tagene	chr15:72608481-72636962:-	0	0	0	0	0	0
ENSG00000260672	1	AC100827.4	lncRNA	havana	chr15:72615810-72618250:+	0	0	0	0	0	0
ENSG00000259909	1	AC100827.1	unprocessed_pseudogene	havana	chr15:72638821-72640125:+	0	0	0	34	0	0
ENSG00000215186	6	GOLGA6B	protein_coding	ensembl_havana	chr15:72654738-72666394:+	3	0	0	0	26	0
ENSG00000274350	1	RN7SL853P	misc_RNA	ensembl	chr15:72664577-72664799:+	0	0	0	0	0	0
ENSG00000175202	6	HIGD2B	protein_coding	havana	chr15:72675798-72686182:-	7	2	0	0	0	0
ENSG00000261281	1	AC009712.1	transcribed_processed_pseudogene	havana	chr15:72682266-72682904:-	0	0	0	0	0	0
ENSG00000140463	14	BBS4	protein_coding	ensembl_havana	chr15:72686179-72738475:+	478	337	231	1192	1696	762
ENSG00000159322	17	ADPGK	protein_coding	ensembl_havana	chr15:72751369-72785846:-	393	355	512	956	1574	509
ENSG00000260898	6	ADPGK-AS1	lncRNA	havana	chr15:72782835-72798199:+	5	23	30	70	4	4
ENSG00000285729	1	AC103874.1	lncRNA	havana	chr15:72858354-72887128:+	0	0	0	1	0	0
ENSG00000259259	1	NPM1P42	processed_pseudogene	havana	chr15:72899399-72900260:-	0	0	0	0	1	0
ENSG00000067141	17	NEO1	protein_coding	ensembl_havana	chr15:73051710-73305205:+	303	261	584	459	620	619
ENSG00000259691	2	FKBP1AP2	processed_pseudogene	havana	chr15:73143236-73143518:-	0	0	0	0	87	0
ENSG00000259440	2	NPM1P43	processed_pseudogene	havana	chr15:73161779-73162928:-	0	0	1	0	0	0
ENSG00000259528	1	AC068397.1	lncRNA	havana	chr15:73255334-73256109:-	3	0	0	0	0	0
ENSG00000138622	4	HCN4	protein_coding	ensembl_havana	chr15:73319859-73368958:-	1	0	0	0	0	0
ENSG00000259650	1	AC068397.2	lncRNA	havana	chr15:73335260-73342387:+	0	0	0	0	0	0
ENSG00000183324	11	REC114	protein_coding	ensembl_havana	chr15:73443164-73560013:+	0	0	0	0	0	0
ENSG00000259186	1	MRPS15P1	processed_pseudogene	havana	chr15:73483196-73483943:-	0	0	0	0	0	0
ENSG00000156642	17	NPTN	protein_coding	ensembl_havana	chr15:73560014-73634134:-	84	50	67	284	107	62
ENSG00000281183	1	NPTN-IT1	lncRNA	havana	chr15:73567012-73569294:-	9	1	15	73	63	1
ENSG00000103855	18	CD276	protein_coding	ensembl_havana	chr15:73683966-73714514:+	679	699	870	596	1308	1655
ENSG00000276807	1	AC022188.1	lncRNA	havana	chr15:73730048-73731711:-	0	0	0	0	0	0
ENSG00000205363	5	INSYN1	protein_coding	ensembl_havana	chr15:73735431-73752747:-	0	0	0	0	0	0
ENSG00000260469	3	INSYN1-AS1	lncRNA	havana	chr15:73752317-73770613:+	3	0	0	0	0	13
ENSG00000260624	2	AC018943.1	lncRNA	havana	chr15:73870949-73873540:-	0	0	0	0	0	0
ENSG00000167139	9	TBC1D21	protein_coding	ensembl_havana	chr15:73873564-73889214:+	0	0	3	0	0	0
ENSG00000261801	6	LOXL1-AS1	lncRNA	havana	chr15:73908071-73928248:-	163	109	147	149	84	45
ENSG00000129038	16	LOXL1	protein_coding	ensembl_havana	chr15:73925989-73952137:+	148	150	131	77	162	159
ENSG00000067221	14	STOML1	protein_coding	ensembl_havana	chr15:73978926-73994622:-	1270	1501	1263	1007	363	1168
ENSG00000140464	20	PML	protein_coding	ensembl_havana	chr15:73994673-74047827:+	215	136	139	171	873	217
ENSG00000287543	1	AC013486.1	lncRNA	havana_tagene	chr15:74040190-74043332:-	1	0	0	0	0	0
ENSG00000260096	1	DNM1P33	unprocessed_pseudogene	havana	chr15:74062780-74063785:+	0	1	0	0	0	0
ENSG00000159289	6	GOLGA6A	protein_coding	ensembl_havana	chr15:74069857-74082550:-	1	0	1	0	48	0
ENSG00000278604	1	RN7SL429P	misc_RNA	ensembl	chr15:74072454-74072676:-	0	0	0	0	0	0
ENSG00000214702	6	COMMD4P2	unprocessed_pseudogene	havana	chr15:74097106-74098414:-	3	1	4	6	13	2
ENSG00000167178	16	ISLR2	protein_coding	ensembl_havana	chr15:74100311-74138540:+	1	0	1	0	0	0
ENSG00000248540	3	AC010931.1	lncRNA	havana	chr15:74125915-74129341:-	0	0	0	0	0	0
ENSG00000261543	1	AC010931.2	lncRNA	havana	chr15:74152800-74179226:-	0	0	0	0	0	0
ENSG00000278348	1	AC010931.3	misc_RNA	ensembl	chr15:74162340-74162620:-	0	0	0	0	0	0
ENSG00000129009	13	ISLR	protein_coding	ensembl_havana	chr15:74173710-74176872:+	17	78	27	334	940	895
ENSG00000137868	19	STRA6	protein_coding	ensembl_havana	chr15:74179466-74212267:-	72	27	16	0	0	0
