"gene_id","gene_version","gene_name","gene_biotype","gene_source","location","chromosome","logFC","logCPM","LR","PValue","FDR"
"ENSG00000242861",1,"AL591895.1","lncRNA","havana","chr1:225840883-225846522:-","1",0.615826669863236,-0.753844698083603,0.132332625721993,0.716025647547051,1
"ENSG00000105926",15,"MPP6","protein_coding","ensembl_havana","chr7:24573268-24694193:+","7",0.314415081167013,3.83882196987111,0.132306775118693,0.716052183557966,1
"ENSG00000233622",3,"CYP2T1P","transcribed_unitary_pseudogene","havana","chr19:40808474-40812100:-","19",-0.823170799255698,0.827026240115396,0.132298595229997,0.716060580941085,1
"ENSG00000244968",7,"LIFR-AS1","lncRNA","havana","chr5:38556765-38671216:+","5",-0.830581188368151,1.30178332160339,0.132252769694886,0.716107630364725,1
"ENSG00000226471",6,"Z93930.2","lncRNA","havana","chr22:28800683-28848559:+","22",0.462707937381047,1.76801927973176,0.132205884150186,0.71615577766124,1
"ENSG00000166510",14,"CCDC68","protein_coding","ensembl_havana","chr18:54901509-54959461:-","18",-0.322559203876262,3.23844864944659,0.132186012827631,0.716176186663841,1
"ENSG00000251593",1,"MSNP1","processed_pseudogene","havana","chr5:25909503-25911234:+","5",0.468781302588327,1.18781616025591,0.132141279520097,0.716222136725792,1
"ENSG00000197253",13,"TPSB2","protein_coding","ensembl_havana","chr16:1227272-1230184:-","16",-0.77921608896992,-0.711701867057781,0.13195424369265,0.716414355397566,1
"ENSG00000242970",2,"AC068522.1","processed_pseudogene","havana","chr8:58588420-58588764:-","8",0.390026298456597,2.39572041746842,0.131952111399496,0.716416547666267,1
"ENSG00000129116",19,"PALLD","protein_coding","ensembl_havana","chr4:168497052-168928457:+","4",-0.329030220203761,3.28123502052118,0.131926047320222,0.716443346477064,1
"ENSG00000138071",13,"ACTR2","protein_coding","ensembl_havana","chr2:65227753-65271253:+","2",-0.154805140612657,6.4686561337841,0.131913737473923,0.716456004372724,1
"ENSG00000122378",14,"PRXL2A","protein_coding","ensembl_havana","chr10:80407829-80437115:+","10",0.145706192973421,6.9040842951728,0.131839229186369,0.716532633584666,1
"ENSG00000280198",1,"AC087163.3","TEC","havana","chr17:18026072-18026771:-","17",-0.56177371044127,-1.08658454462957,0.131783578176953,0.716589884724744,1
"ENSG00000197213",9,"ZSCAN5B","protein_coding","ensembl_havana","chr19:56189570-56197920:-","19",-0.47840985429731,0.609379601644865,0.131731436953914,0.716643537577349,1
"ENSG00000129353",15,"SLC44A2","protein_coding","ensembl_havana","chr19:10602457-10644557:+","19",0.119769234986309,7.75030618609155,0.131693617547825,0.71668246092795,1
"ENSG00000118007",13,"STAG1","protein_coding","ensembl_havana","chr3:136336236-136752403:-","3",-0.442209606024714,2.19247580439466,0.131666431739506,0.716710444194759,1
"ENSG00000247363",2,"AC090061.1","lncRNA","havana","chr12:68674371-68687755:-","12",-1.13317921573744,-0.558414566163897,0.131640346625012,0.716737297553986,1
"ENSG00000274611",3,"TBC1D3","protein_coding","ensembl_havana","chr17:38181659-38192541:-","17",0.551737568979224,-1.1478350377432,0.131619637029911,0.716758619221042,1
"ENSG00000164124",11,"TMEM144","protein_coding","ensembl_havana","chr4:158201604-158255416:+","4",0.391099838747814,4.75976244357472,0.131552491973233,0.716827761806398,1
"ENSG00000198833",7,"UBE2J1","protein_coding","ensembl_havana","chr6:89326625-89352722:-","6",-0.156585562408695,7.11424671438451,0.131503045446152,0.716878692107469,1
"ENSG00000231566",2,"LINC02595","lncRNA","havana_tagene","chrX:45847042-45851541:-","X",0.76119341143545,-0.142682846685213,0.131472837242638,0.716909812119663,1
"ENSG00000103150",7,"MLYCD","protein_coding","ensembl_havana","chr16:83899115-83951445:+","16",0.186168586320416,5.40544785440788,0.131431917394281,0.716951973550335,1
"ENSG00000228941",1,"UBE3AP2","processed_pseudogene","havana","chr21:31060600-31063168:-","21",-0.47842239681915,1.12689221458494,0.131406671758536,0.71697798888847,1
"ENSG00000234383",1,"CTBP2P8","processed_pseudogene","havana","chr1:68161761-68163090:-","1",0.556218551814694,-0.813612024713496,0.131382909260231,0.717002478453729,1
"ENSG00000282949",1,"PCMTD1P7","unprocessed_pseudogene","havana","chr20:29321310-29321666:-","20",0.526943955643809,-0.829567891359987,0.131325279522288,0.717061881911733,1
"ENSG00000183963",18,"SMTN","protein_coding","ensembl_havana","chr22:31064105-31104757:+","22",-0.311198182228845,3.62344229945026,0.131287905170812,0.717100414448626,1
"ENSG00000236976",1,"AC091685.2","processed_pseudogene","havana","chr7:64141538-64142401:-","7",-0.48958454309811,0.495553176263501,0.13126105737121,0.717128098058288,1
"ENSG00000184277",13,"TM2D3","protein_coding","ensembl_havana","chr15:101621444-101652391:-","15",-0.158468750210997,5.94796698591822,0.131248715038655,0.717140825699777,1
"ENSG00000084693",16,"AGBL5","protein_coding","ensembl_havana","chr2:27042364-27070622:+","2",0.168306103641203,5.66840228538815,0.131229127957578,0.71716102564962,1
"ENSG00000164898",13,"FMC1","protein_coding","havana","chr7:139339457-139346328:+","7",-0.503537868954063,-0.0985282404987561,0.131227284876143,0.717162926487819,1
"ENSG00000092096",17,"SLC22A17","protein_coding","ensembl_havana","chr14:23346306-23352912:-","14",0.360012050590552,2.92488057400695,0.131202826505064,0.717188152742398,1
"ENSG00000140750",17,"ARHGAP17","protein_coding","ensembl_havana","chr16:24919389-25015666:-","16",-0.309049848836973,3.39786966528999,0.131188908843519,0.717202508543685,1
"ENSG00000059691",12,"GATB","protein_coding","ensembl_havana","chr4:151670504-151761007:-","4",-0.20341720823195,4.84319534443151,0.131124241624754,0.717269222843154,1
"ENSG00000167699",13,"GLOD4","protein_coding","ensembl_havana","chr17:757097-783390:-","17",0.141654677398183,6.9147067592632,0.131099186217824,0.717295076395975,1
"ENSG00000231035",1,"RPL7L1P9","processed_pseudogene","havana","chr2:217760547-217761291:-","2",0.493840224571212,0.872448567788817,0.131094993861005,0.717299402574207,1
"ENSG00000239407",5,"Z68871.1","lncRNA","havana","chrX:102884414-102906158:+","X",-0.910256570031849,0.0101678273858203,0.131080981577455,0.717313862702288,1
"ENSG00000104980",8,"TIMM44","protein_coding","ensembl_havana","chr19:7926718-7943667:-","19",-0.198943240838558,5.78201437040781,0.131079341218452,0.717315555545721,1
"ENSG00000175213",3,"ZNF408","protein_coding","ensembl_havana","chr11:46701030-46705912:+","11",0.290048670993144,4.38379501068551,0.131033392305042,0.717362979495599,1
"ENSG00000257675",1,"BTBD10P1","processed_pseudogene","havana","chr12:52748776-52750127:+","12",-0.457052859782196,1.43089541352806,0.13097816338373,0.717419993804083,1
"ENSG00000203667",10,"COX20","protein_coding","ensembl_havana","chr1:244835616-244845057:+","1",0.153372512819353,5.71378313730697,0.130867245308502,0.71753453861332,1
"ENSG00000181649",8,"PHLDA2","protein_coding","ensembl_havana","chr11:2928273-2929420:-","11",0.145837239045363,6.04765107452556,0.130862023887873,0.717539932113575,1
"ENSG00000130766",5,"SESN2","protein_coding","ensembl_havana","chr1:28259518-28282491:+","1",0.142151719193643,6.46873515655952,0.130835269959988,0.717567569665903,1
"ENSG00000213700",3,"RPL17P50","processed_pseudogene","havana","chr10:73005833-73006595:-","10",-0.482086993835442,0.887910255727543,0.130785019150595,0.717619488789703,1
"ENSG00000228981",3,"AC097658.2","processed_pseudogene","havana","chr4:143349275-143350117:-","4",-0.213636148637594,4.52449929484611,0.130781717069147,0.717622900894338,1
"ENSG00000102409",10,"BEX4","protein_coding","ensembl_havana","chrX:103215108-103217246:+","X",0.142164048937069,6.43813519451522,0.130781671739214,0.717622947734973,1
"ENSG00000116128",11,"BCL9","protein_coding","ensembl_havana","chr1:147541501-147626216:+","1",-0.173602774037489,5.26289713651145,0.13076044249338,0.71764488549295,1
"ENSG00000176970",8,"RPL7L1P11","processed_pseudogene","havana","chrX:148464708-148465428:+","X",0.44912951413404,1.56900174083354,0.130693834240769,0.717713729825788,1
"ENSG00000154655",15,"L3MBTL4","protein_coding","havana","chr18:5954706-6415237:-","18",0.310662497352418,3.72130316597787,0.130642640706038,0.717766655441774,1
"ENSG00000147689",16,"FAM83A","protein_coding","ensembl_havana","chr8:123178960-123210079:+","8",0.786975549996415,0.177873535467198,0.130640308635325,0.717769066694924,1
"ENSG00000233913",7,"RPL10P9","processed_pseudogene","havana","chr5:168616352-168616996:+","5",-0.149703321303009,6.13308343420721,0.13058832610372,0.717822820543468,1
"ENSG00000139641",12,"ESYT1","protein_coding","ensembl_havana","chr12:56118250-56144671:+","12",-0.163753968196516,6.77513267207602,0.13057034768768,0.717841414393343,1
"ENSG00000282164",3,"PEG13","lncRNA","havana","chr8:140094894-140100543:-","8",1.13875476792024,-0.802498368205369,0.130549253183297,0.717863232846273,1
"ENSG00000127589",4,"TUBBP1","transcribed_processed_pseudogene","havana","chr8:30351873-30353518:+","8",-0.133997934785908,7.00521221419426,0.130528066623313,0.71788514852011,1
"ENSG00000210174",1,"MT-TR","Mt_tRNA","insdc","chrM:10405-10469:+","M",0.585726369317213,0.634996334938964,0.130523125584661,0.717890259888718,1
"ENSG00000200488",1,"RN7SKP203","misc_RNA","ensembl","chr2:76445079-76445410:-","2",0.490076459006878,-0.897395811569657,0.130414264564521,0.718002901382046,1
"ENSG00000230547",1,"HMGB1P11","processed_pseudogene","havana","chr1:171270954-171271590:-","1",-0.4997619022598,-0.270087607055741,0.130386800547389,0.718031327550766,1
"ENSG00000128918",15,"ALDH1A2","protein_coding","ensembl_havana","chr15:57953424-58497866:-","15",-0.23384970381079,4.86784339741275,0.130341382058106,0.718078344620463,1
"ENSG00000166246",14,"C16orf71","protein_coding","ensembl_havana","chr16:4734344-4749396:+","16",0.762889995888184,-0.574496870632534,0.130210240988923,0.718214153408737,1
"ENSG00000077782",21,"FGFR1","protein_coding","ensembl_havana","chr8:38400215-38468834:-","8",0.196551046385785,4.97665509947121,0.130103562980947,0.718324685442136,1
"ENSG00000159140",21,"SON","protein_coding","ensembl_havana","chr21:33543038-33577481:+","21",-0.12305597873397,8.71927462388631,0.130057582769552,0.7183723426038,1
"ENSG00000167964",13,"RAB26","protein_coding","ensembl_havana","chr16:2140803-2154165:+","16",-0.752160197810102,0.533570683834642,0.129994323683419,0.71843792438121,1
"ENSG00000102934",10,"PLLP","protein_coding","ensembl_havana","chr16:57248547-57284672:-","16",0.155889659351394,5.87744149721912,0.129971660246841,0.718461424340958,1
"ENSG00000128789",21,"PSMG2","protein_coding","ensembl_havana","chr18:12658043-12725740:+","18",-0.157282468678278,5.59934706949229,0.129910836194931,0.718524504897526,1
"ENSG00000111445",14,"RFC5","protein_coding","ensembl_havana","chr12:118013588-118033130:+","12",-0.262685138022585,3.95073204377627,0.129815346156223,0.718623571179314,1
"ENSG00000267544",1,"AC007229.1","processed_pseudogene","havana","chr19:10841839-10842250:+","19",-0.494813679431266,0.794060742300046,0.129771726967287,0.718668837668459,1
"ENSG00000139637",14,"C12orf10","protein_coding","ensembl_havana","chr12:53299695-53307177:+","12",-0.179607158788054,5.8011561043242,0.129682733157551,0.718761219036451,1
"ENSG00000251400",1,"ALDH7A1P1","processed_pseudogene","havana","chr5:77290268-77291800:+","5",0.299800264339643,3.46322145118708,0.129625464453431,0.718820686616992,1
"ENSG00000132463",14,"GRSF1","protein_coding","ensembl_havana","chr4:70815783-70839897:-","4",0.129191940725595,7.08154240929472,0.129545025799004,0.718904238840695,1
"ENSG00000230832",3,"AC241584.1","processed_pseudogene","havana","chr1:147082338-147083578:-","1",0.476295902917094,0.654903956540867,0.129539274169682,0.718910214222828,1
"ENSG00000126804",13,"ZBTB1","protein_coding","ensembl_havana","chr14:64503712-64533690:+","14",-0.221489016722367,5.05814120954915,0.129469184461399,0.718983042638221,1
"ENSG00000213864",3,"EEF1B2P2","processed_pseudogene","havana","chr5:68159218-68159893:-","5",-0.366494532696981,2.68339369648953,0.129428171542441,0.719025668435396,1
"ENSG00000213891",3,"RPL3P6","processed_pseudogene","havana","chr5:61390668-61391871:-","5",0.311921727726908,3.33739242898354,0.129379744477732,0.719076009769599,1
"ENSG00000253676",1,"TAGLN2P1","processed_pseudogene","havana","chr8:106697427-106698013:-","8",0.160698600180649,5.40194143546193,0.129279705755245,0.719180036618055,1
"ENSG00000167748",11,"KLK1","protein_coding","ensembl_havana","chr19:50819146-50823787:-","19",-0.763392571711459,0.142454317575015,0.129121139857676,0.719345017034525,1
"ENSG00000266707",1,"PSMD7P1","processed_pseudogene","havana","chr17:66197693-66198238:+","17",0.495130419179493,-0.307695160709098,0.129104625491272,0.719362206037512,1
"ENSG00000214389",2,"RPS3AP26","processed_pseudogene","havana","chr7:98385801-98386584:-","7",-0.124331901455686,7.21505283575801,0.129042243964605,0.719427147145582,1
"ENSG00000143162",9,"CREG1","protein_coding","ensembl_havana","chr1:167529117-167553805:-","1",0.155444065864659,5.62682255220069,0.129019697028857,0.71945062356676,1
"ENSG00000065154",12,"OAT","protein_coding","ensembl_havana","chr10:124397303-124418976:-","10",0.175986596862194,5.40909871333346,0.129015335188161,0.719455165489372,1
"ENSG00000152527",14,"PLEKHH2","protein_coding","ensembl_havana","chr2:43637260-43767987:+","2",-0.35072670637287,2.82304799989751,0.129013489737089,0.719457087157393,1
"ENSG00000198046",12,"ZNF667","protein_coding","ensembl_havana","chr19:56439325-56478065:-","19",-0.460080637354157,3.08719264487124,0.129004099887114,0.7194668650476,1
"ENSG00000118418",14,"HMGN3","protein_coding","ensembl_havana","chr6:79201245-79234738:-","6",-0.184038301991635,6.43201213134946,0.128986234111238,0.719485470245053,1
"ENSG00000254469",7,"AP002495.1","protein_coding","havana","chr11:71865509-71928654:-","11",-0.804823915150275,1.08249930603152,0.128929598950563,0.719544459015768,1
"ENSG00000229809",8,"ZNF688","protein_coding","ensembl_havana","chr16:30569346-30572734:-","16",-0.254893060075674,4.59141936471163,0.128821091649179,0.71965751646746,1
"ENSG00000225026",1,"AC091492.1","processed_pseudogene","havana","chr3:12328003-12328274:+","3",0.424475728173492,1.86608567073031,0.128791105437559,0.719688769600907,1
"ENSG00000166889",14,"PATL1","protein_coding","ensembl_havana","chr11:59636716-59669037:-","11",0.629123488610797,1.71128409783686,0.12875904240531,0.71972219184469,1
"ENSG00000179133",15,"C10orf67","protein_coding","ensembl_havana","chr10:23202696-23344845:-","10",0.782758535336059,-0.835001503752921,0.128744698446606,0.719737145391183,1
"ENSG00000143549",21,"TPM3","protein_coding","ensembl_havana","chr1:154155304-154194648:-","1",0.116192359850425,8.93064606949822,0.128628799023204,0.71985800480025,1
"ENSG00000223756",6,"TSSC2","transcribed_unprocessed_pseudogene","havana","chr11:3380961-3408978:+","11",0.462048417046359,1.22233931821772,0.128619288168133,0.719867925406077,1
"ENSG00000225205",5,"AC078883.1","lncRNA","havana","chr2:172480840-172556596:-","2",-0.819983827844048,0.741786984783677,0.128522673226075,0.719968726224889,1
"ENSG00000198840",2,"MT-ND3","protein_coding","insdc","chrM:10059-10404:+","M",-0.124315676472145,7.29284495541026,0.128498225005472,0.719994240451699,1
"ENSG00000226677",3,"IGBP1P1","processed_pseudogene","havana","chr14:34939324-34940332:+","14",-0.474792009356997,0.700722359081654,0.128481399454155,0.720011801232186,1
"ENSG00000126261",13,"UBA2","protein_coding","ensembl_havana","chr19:34428352-34471251:+","19",0.342588096884762,3.31129538273343,0.128453173788042,0.720041263194785,1
"ENSG00000150054",18,"MPP7","protein_coding","ensembl_havana","chr10:28050993-28334486:-","10",0.377375032011494,3.8083795640898,0.128446792324368,0.72004792467561,1
"ENSG00000167900",12,"TK1","protein_coding","ensembl_havana","chr17:78174091-78187233:-","17",0.219528197612956,4.7335054651051,0.128344686967424,0.720154535798038,1
"ENSG00000185596",16,"WASH3P","transcribed_unprocessed_pseudogene","havana","chr15:101961603-101976543:+","15",-0.372139411052612,2.68343011770091,0.12828103644113,0.720221019346167,1
"ENSG00000236779",1,"AL512306.1","processed_pseudogene","havana","chr1:204528845-204529692:-","1",0.396208296792962,2.28841838578624,0.128247731533358,0.720255814038864,1
"ENSG00000120910",14,"PPP3CC","protein_coding","ensembl_havana","chr8:22440819-22541142:+","8",-0.226208498127696,4.89738443271671,0.128233231078866,0.720270964716033,1
"ENSG00000268738",3,"HSFX2","protein_coding","ensembl_havana","chrX:149592512-149595314:-","X",-2.83095719837463,0.890187100369159,0.128228129538424,0.720276295247214,1
"ENSG00000134109",11,"EDEM1","protein_coding","ensembl_havana","chr3:5187646-5219958:+","3",0.459201073994785,1.40998101964256,0.128187436234666,0.720318819418251,1
"ENSG00000182173",13,"TSEN54","protein_coding","ensembl_havana","chr17:75516060-75524735:+","17",-0.283144264866586,4.53386278162404,0.12817784804362,0.720328840108275,1
"ENSG00000112983",17,"BRD8","protein_coding","ensembl_havana","chr5:138139766-138178986:-","5",-0.170507451748077,5.43153537563788,0.128130956653166,0.720377852741864,1
"ENSG00000126522",17,"ASL","protein_coding","ensembl_havana","chr7:66075800-66094697:+","7",0.16424014723723,6.00420505135576,0.128109216699016,0.720400579587116,1
"ENSG00000215102",2,"TERF1P4","processed_pseudogene","havana","chrX:83748825-83749939:-","X",-0.42690666805149,1.74675986639617,0.128038921589927,0.720474080654292,1
"ENSG00000162819",12,"BROX","protein_coding","ensembl_havana","chr1:222712553-222735196:+","1",0.244611963557467,5.14499713035872,0.1280276119044,0.720485908267437,1
"ENSG00000243199",1,"AC115223.1","processed_pseudogene","havana","chr4:65573459-65574328:+","4",-0.173035866568502,5.30645024711475,0.127994457563823,0.720520584308951,1
"ENSG00000117983",17,"MUC5B","protein_coding","ensembl_havana","chr11:1223066-1262172:+","11",-0.818096815252343,1.15498166556413,0.127955299068994,0.720561546606025,1
"ENSG00000213051",3,"RPL5P5","processed_pseudogene","havana","chr1:185226808-185227700:-","1",0.207661018104736,4.54722914759755,0.127953850949767,0.720563061567165,1
"ENSG00000100304",13,"TTLL12","protein_coding","ensembl_havana","chr22:43166622-43187134:-","22",-0.176675688055811,5.38483502550854,0.127950355480593,0.720566718419147,1
"ENSG00000287319",1,"AC079822.1","lncRNA","havana_tagene","chr3:167794947-167811081:-","3",-0.771502334401518,-0.386372861549767,0.127943431032454,0.720573962729463,1
"ENSG00000152254",11,"G6PC2","protein_coding","ensembl_havana","chr2:168901291-168910000:+","2",0.438249241049835,4.59048444670587,0.12787983946934,0.720640502130249,1
"ENSG00000174173",7,"TRMT10C","protein_coding","ensembl_havana","chr3:101561868-101566446:+","3",0.183551826670786,5.2372872975202,0.127868044408594,0.720652846011853,1
"ENSG00000283265",1,"AL356234.3","lncRNA","havana","chr6:137693068-137700415:+","6",0.82676130313844,0.930670545071829,0.127775249089053,0.720749981476759,1
"ENSG00000136522",14,"MRPL47","protein_coding","ensembl_havana","chr3:179588285-179604649:-","3",-0.15307106890924,5.62726513434839,0.127751710685014,0.720774627123907,1
"ENSG00000152904",11,"GGPS1","protein_coding","ensembl_havana","chr1:235327350-235344532:+","1",0.15825293701803,6.27608912359553,0.127719432254239,0.720808428090937,1
"ENSG00000279529",1,"AC008764.8","lncRNA","havana","chr19:16572624-16575340:+","19",0.581875239930638,0.642803941225934,0.127696076076772,0.720832888956037,1
"ENSG00000226557",1,"TRAF6P1","processed_pseudogene","havana","chr10:59136625-59138182:-","10",0.489015143055084,0.497861223531108,0.127692781544573,0.720836339514218,1
"ENSG00000168496",4,"FEN1","protein_coding","ensembl_havana","chr11:61792911-61797238:+","11",0.294729386276763,3.43729472118644,0.127665022543812,0.72086541514895,1
"ENSG00000125686",12,"MED1","protein_coding","ensembl_havana","chr17:39404285-39451272:-","17",-0.285225292372229,4.03383526292874,0.127581940460871,0.720952459194482,1
"ENSG00000137492",8,"THAP12","protein_coding","ensembl_havana","chr11:76349956-76381132:-","11",-0.499697092331507,1.61986709658687,0.127547082309888,0.720988989154506,1
"ENSG00000179532",13,"DNHD1","protein_coding","ensembl_havana","chr11:6497260-6593758:+","11",0.687329102626263,2.62961917393513,0.127531638234369,0.72100517573254,1
"ENSG00000010626",15,"LRRC23","protein_coding","ensembl_havana","chr12:6873569-6914241:+","12",0.282187354386177,3.81779089969371,0.127482351029221,0.721056839903314,1
"ENSG00000076924",12,"XAB2","protein_coding","ensembl_havana","chr19:7619525-7629545:-","19",0.195642880904643,4.9014959442092,0.127471007152928,0.721068732452822,1
"ENSG00000155393",13,"HEATR3","protein_coding","ensembl_havana","chr16:50065970-50107272:+","16",0.616149231895857,1.14615371209108,0.127437553601074,0.721103807538751,1
"ENSG00000285744",1,"AC083837.1","lncRNA","havana","chr8:78805293-78956082:+","8",0.462657881210305,2.79192754049187,0.127348308575931,0.721197403778407,1
"ENSG00000140374",16,"ETFA","protein_coding","ensembl_havana","chr15:76215353-76311472:-","15",-0.153356330304226,6.9862935394659,0.127278106509706,0.721271054587693,1
"ENSG00000184731",6,"FAM110C","protein_coding","ensembl_havana","chr2:38814-46870:-","2",-0.503755329970469,0.805009286928007,0.127250612437092,0.721299905572318,1
"ENSG00000241061",3,"RPL5P1","processed_pseudogene","havana","chr15:24908932-24909825:-","15",0.214621644620025,4.38907347919887,0.127203156064077,0.721349712321653,1
"ENSG00000141985",9,"SH3GL1","protein_coding","ensembl_havana","chr19:4360370-4400547:-","19",-0.385802874894462,2.38146080135458,0.12717554665549,0.721378693962981,1
"ENSG00000156973",14,"PDE6D","protein_coding","ensembl_havana","chr2:231732433-231786272:-","2",0.210234994059688,4.49295932386286,0.12711977976363,0.72143724337701,1
"ENSG00000164649",20,"CDCA7L","protein_coding","ensembl_havana","chr7:21900899-21945903:-","7",0.352669566380782,3.13224493532494,0.127109203933692,0.721448348527048,1
"ENSG00000115234",11,"SNX17","protein_coding","ensembl_havana","chr2:27370496-27377535:+","2",0.217114479560308,7.54112397500324,0.127019675923066,0.721542378281419,1
"ENSG00000065029",15,"ZNF76","protein_coding","ensembl_havana","chr6:35258909-35295985:+","6",-0.219962751224074,4.41600115765728,0.126964067697242,0.721600801463952,1
"ENSG00000171222",10,"SCAND1","protein_coding","ensembl_havana","chr20:35953617-35959472:-","20",0.153863703926979,7.14920027658724,0.126914325833013,0.721653073540913,1
"ENSG00000258741",4,"H2AZ2P1","transcribed_processed_pseudogene","havana","chr15:92713477-92734205:-","15",0.412066516237402,2.02118145117766,0.126780023328105,0.721794265278274,1
"ENSG00000236229",1,"VEZF1P1","processed_pseudogene","havana","chr3:193155456-193157208:-","3",-0.460865735603442,1.50564491001568,0.126741005310519,0.721835300574711,1
"ENSG00000068796",18,"KIF2A","protein_coding","ensembl_havana","chr5:62306162-62537249:+","5",-0.266706044807441,3.78132379648371,0.126647552162833,0.721933614309122,1
"ENSG00000131370",16,"SH3BP5","protein_coding","ensembl_havana","chr3:15254353-15341368:-","3",0.461922345914092,1.24365228085074,0.126521605866107,0.72206617586409,1
"ENSG00000115355",17,"CCDC88A","protein_coding","ensembl_havana","chr2:55287842-55419895:-","2",0.5896039335105,0.21183449877917,0.126489384328592,0.722100101758966,1
"ENSG00000241411",1,"AC104619.1","processed_pseudogene","havana","chr4:134952259-134952889:-","4",-0.48460424046929,0.545937551885795,0.126425187866797,0.722167708403697,1
"ENSG00000137601",17,"NEK1","protein_coding","ensembl_havana","chr4:169392809-169612627:-","4",0.247396144046079,4.00843956575941,0.126419423977907,0.722173779422214,1
"ENSG00000183134",5,"PTGDR2","protein_coding","ensembl_havana","chr11:60850933-60855950:-","11",-0.763084049701091,-0.681120872545628,0.126413216537677,0.722180317801121,1
"ENSG00000122042",10,"UBL3","protein_coding","ensembl_havana","chr13:29764371-29850617:-","13",-0.211971868934574,6.27918861646154,0.126412186718454,0.722181402540819,1
"ENSG00000276345",1,"AC004556.3","protein_coding","ensembl","chr11_KI270721v1_random:2585-11802:+","11_KI270721v1_random",-0.320478885144297,5.11214330519503,0.126400348524101,0.72219387242602,1
"ENSG00000104883",8,"PEX11G","protein_coding","ensembl_havana","chr19:7476875-7497449:-","19",-0.320128378158357,4.17003382150387,0.126384101972832,0.722210986970656,1
"ENSG00000083520",15,"DIS3","protein_coding","ensembl_havana","chr13:72752169-72782096:-","13",-0.222872754962048,5.38683116229133,0.12636530715568,0.722230787471517,1
"ENSG00000241832",1,"CECR3","lncRNA","havana","chr22:17256859-17266733:-","22",-0.764789461121899,-0.927476922129055,0.126324945218606,0.722273314724042,1
"ENSG00000104915",15,"STX10","protein_coding","ensembl_havana","chr19:13144058-13150383:-","19",0.358226599405215,3.04329453756636,0.1261656244452,0.722441257410812,1
"ENSG00000105053",11,"VRK3","protein_coding","ensembl_havana","chr19:49976468-50025946:-","19",-0.145389419815898,5.95074015098354,0.126141574824324,0.722466618889494,1
"ENSG00000182902",14,"SLC25A18","protein_coding","ensembl_havana","chr22:17563450-17590995:+","22",0.671892925857929,0.205550365981559,0.126137385337648,0.722471037182577,1
"ENSG00000087152",15,"ATXN7L3","protein_coding","ensembl_havana","chr17:44191805-44200113:-","17",0.472420451333897,0.41256434035309,0.125985125090407,0.722631669139673,1
"ENSG00000164167",12,"LSM6","protein_coding","ensembl_havana","chr4:146175703-146200000:+","4",0.241289128951635,4.14777968657052,0.125974710944205,0.722642659878402,1
"ENSG00000135956",9,"TMEM127","protein_coding","ensembl_havana","chr2:96248514-96265997:-","2",-0.184445225123522,5.43580223045007,0.125860206265358,0.722763538001355,1
"ENSG00000237842",2,"SMU1P1","processed_pseudogene","havana","chr1:157059232-157060762:-","1",0.353569890430188,3.04145603865237,0.125815766587749,0.722810467910731,1
"ENSG00000099840",14,"IZUMO4","protein_coding","ensembl_havana","chr19:2096429-2099593:+","19",0.636850116909582,-0.311707902037709,0.125757986721666,0.722871499497291,1
"ENSG00000228110",4,"ST13P19","processed_pseudogene","havana","chr1:210265636-210267241:-","1",-0.267166765322346,3.84491876891429,0.125750842778796,0.722879046581475,1
"ENSG00000077463",15,"SIRT6","protein_coding","ensembl_havana","chr19:4174109-4182566:-","19",-0.494020733627594,0.869545784319914,0.125720543194623,0.722911058690427,1
"ENSG00000131023",13,"LATS1","protein_coding","ensembl_havana","chr6:149658153-149718105:-","6",0.176386326577702,6.33654148254338,0.125675482443938,0.722958674295516,1
"ENSG00000162144",10,"CYB561A3","protein_coding","ensembl_havana","chr11:61348754-61362283:-","11",-0.229631648495208,4.47150390105929,0.125672303748641,0.722962033579286,1
"ENSG00000223612",3,"AC241585.1","processed_pseudogene","ensembl_havana","chr1:145233001-145233519:+","1",-0.295336506790766,3.69957650430431,0.12559140628062,0.723047543106277,1
"ENSG00000256940",2,"PPP1R14B-AS1","lncRNA","havana","chr11:64245961-64248218:+","11",-0.65899338057536,-1.09432279503918,0.125526641772234,0.723116022259542,1
"ENSG00000160305",18,"DIP2A","protein_coding","ensembl_havana","chr21:46458891-46570015:+","21",0.214178722765293,4.42981015135334,0.125508469118435,0.723135240799549,1
"ENSG00000140525",18,"FANCI","protein_coding","ensembl_havana","chr15:89243949-89317261:+","15",0.92376190691904,2.94117671889926,0.125494451347603,0.723150066401525,1
"ENSG00000241684",6,"ADAMTS9-AS2","lncRNA","havana","chr3:64684909-65053439:+","3",-0.352354375770801,3.20250174784742,0.125412160832175,0.723237118042056,1
"ENSG00000116016",14,"EPAS1","protein_coding","ensembl_havana","chr2:46293667-46386697:+","2",0.114532423048263,9.50750233869674,0.125404430225103,0.723245297574278,1
"ENSG00000233087",7,"RAB6D","protein_coding","ensembl_havana","chr2:131361111-131364142:-","2",-0.2621420495318,3.91887716655988,0.125392010180417,0.723258439459219,1
"ENSG00000157890",17,"MEGF11","protein_coding","ensembl_havana","chr15:65895079-66253747:-","15",-0.849274125631719,0.355909738088146,0.12536916866934,0.723282610407822,1
"ENSG00000285728",2,"AC098484.4","lncRNA","havana","chr1:42658687-42682160:-","1",0.869485079445939,-0.35052958727858,0.125313786058619,0.723341226725531,1
